Simulation 271/1000 completed for Minimax. Moves: 401, Time: 0.83 s, Score: 5560
Simulation 272/1000 completed for Minimax. Moves: 390, Time: 0.79 s, Score: 5652
Simulation 273/1000 completed for Minimax. Moves: 325, Time: 0.80 s, Score: 4704
Simulation 274/1000 completed for Minimax. Moves: 389, Time: 0.95 s, Score: 5476
Simulation 275/1000 completed for Minimax. Moves: 376, Time: 0.90 s, Score: 5400
Simulation 276/1000 completed for Minimax. Moves: 528, Time: 1.04 s, Score: 7992
Simulation 277/1000 completed for Minimax. Moves: 216, Time: 0.55 s, Score: 2512
Simulation 278/1000 completed for Minimax. Moves: 417, Time: 0.90 s, Score: 6268
Simulation 279/1000 completed for Minimax. Moves: 140, Time: 0.42 s, Score: 1340
Simulation 280/1000 completed for Minimax. Moves: 492, Time: 1.05 s, Score: 7232
Simulation 281/1000 completed for Minimax. Moves: 465, Time: 0.97 s, Score: 6888
Simulation 282/1000 completed for Minimax. Moves: 154, Time: 0.38 s, Score: 1476
Simulation 283/1000 completed for Minimax. Moves: 372, Time: 0.80 s, Score: 5356
Simulation 284/1000 completed for Minimax. Moves: 157, Time: 0.40 s, Score: 1604
Simulation 285/1000 completed for Minimax. Moves: 432, Time: 0.83 s, Score: 6140
Simulation 286/1000 completed for Minimax. Moves: 296, Time: 0.66 s, Score: 3648
Simulation 287/1000 completed for Minimax. Moves: 265, Time: 0.56 s, Score: 3140
Simulation 288/1000 completed for Minimax. Moves: 423, Time: 0.86 s, Score: 6316
Simulation 289/1000 completed for Minimax. Moves: 260, Time: 0.67 s, Score: 3144
Simulation 290/1000 completed for Minimax. Moves: 226, Time: 0.52 s, Score: 2796
Simulation 291/1000 completed for Minimax. Moves: 403, Time: 0.79 s, Score: 5864
Simulation 292/1000 completed for Minimax. Moves: 256, Time: 0.64 s, Score: 3096
Simulation 293/1000 completed for Minimax. Moves: 315, Time: 0.65 s, Score: 3880
Simulation 294/1000 completed for Minimax. Moves: 302, Time: 0.62 s, Score: 4016
Simulation 295/1000 completed for Minimax. Moves: 276, Time: 0.64 s, Score: 3344
Simulation 296/1000 completed for Minimax. Moves: 692, Time: 1.41 s, Score: 11712
Simulation 297/1000 completed for Minimax. Moves: 477, Time: 1.06 s, Score: 6916
Simulation 298/1000 completed for Minimax. Moves: 478, Time: 0.91 s, Score: 6984
Simulation 299/1000 completed for Minimax. Moves: 249, Time: 0.60 s, Score: 3056
Simulation 300/1000 completed for Minimax. Moves: 289, Time: 0.63 s, Score: 3560
Simulation 301/1000 completed for Minimax. Moves: 209, Time: 0.52 s, Score: 2448
Simulation 302/1000 completed for Minimax. Moves: 260, Time: 0.66 s, Score: 3180
Simulation 303/1000 completed for Minimax. Moves: 235, Time: 0.55 s, Score: 2964
Simulation 304/1000 completed for Minimax. Moves: 264, Time: 0.66 s, Score: 3368
Simulation 305/1000 completed for Minimax. Moves: 257, Time: 0.67 s, Score: 3128
Simulation 306/1000 completed for Minimax. Moves: 459, Time: 0.91 s, Score: 6900
Simulation 307/1000 completed for Minimax. Moves: 420, Time: 0.92 s, Score: 6292
Simulation 308/1000 completed for Minimax. Moves: 175, Time: 0.42 s, Score: 1852
Simulation 309/1000 completed for Minimax. Moves: 446, Time: 0.84 s, Score: 6580
Simulation 310/1000 completed for Minimax. Moves: 485, Time: 1.01 s, Score: 7076
Simulation 311/1000 completed for Minimax. Moves: 496, Time: 0.99 s, Score: 7164
Simulation 312/1000 completed for Minimax. Moves: 454, Time: 0.96 s, Score: 6628
Simulation 313/1000 completed for Minimax. Moves: 261, Time: 0.64 s, Score: 3168
Simulation 314/1000 completed for Minimax. Moves: 275, Time: 0.63 s, Score: 3292
Simulation 315/1000 completed for Minimax. Moves: 251, Time: 0.57 s, Score: 3108
Simulation 316/1000 completed for Minimax. Moves: 238, Time: 0.53 s, Score: 2888
Simulation 317/1000 completed for Minimax. Moves: 260, Time: 0.62 s, Score: 3152
